"headword","pos","pos_number","CEFR","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_other","tag","proficiency","answer","last_check","last_check_string"
"inquire","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"inquiry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"insane","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"inscribe","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"inscription","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"insect","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"inseparable","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"inside","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"inside","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"inside","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"inside","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"insight","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"insist","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"inspect","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"inspection","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"inspector","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"inspiration","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"inspirational","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"inspire","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"instal","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"install","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"instance","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"instant","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"instantly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"instead","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"instead of","preposition",3,"B1",,,,"O",,,,,,,,,,,,,,-2,,,
"instil","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"instill","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"instinct","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"institute","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"institution","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"instruct","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"instruction","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"instructor","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"instrument","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"insufficient","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"insult","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"insult","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"insurance","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"integrate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"intellectual","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"intellectual","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"intelligence","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"intelligent","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"intend","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"intense","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"intensive","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"intent","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"intention","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"intentionally","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"interact","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"interaction","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"interactive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"interest","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"interest","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"interested","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"interesting","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"interfere","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"interior","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"intermediate","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"intermission","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"internal","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"international","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"internationally","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"Internet","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"internet","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"interpersonal","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"interpret","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"interpretation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"interpreter","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"interrupt","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"interruption","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"intersection","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"interval","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"interview","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"interview","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"interviewee","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"interviewer","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"intimate","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"into","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,-2,,,
"intransitive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"intravenous","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"introduce","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"introduction","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"intrude","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"intruder","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"intrusion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"invade","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"invariable","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"invariably","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"invasion","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"invent","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"invention","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"inventor","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"inverted commas","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"invest","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"investigate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"investigation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"investigator","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"investment","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"investor","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"invisible","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"invitation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"invite","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"invitingly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"invoke","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"involuntarily","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"involve","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"involved","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"involvement","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"iron","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"iron","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"ironically","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"ironing","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"irrational","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"irregular","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"irresistible","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"irresistibly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"irresponsible","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"irritate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"irritated","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"irritating","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"irritation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"is","be-verb",9,"A1",,,,,,,,,,"O",,,,,,,,-2,"[略]",,
"island","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"islander","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"isle","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"isolation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"issue","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"issue","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"IT","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"it","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"それ",,
"italicise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"italicize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"itch","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"item","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"its","determiner",8,"A1",,,,,,,,,"O",,,,,,,,,-2,,,
"its","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,,,,
"itself","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,-2,,,
"ivory","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"jacket","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"jade","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"jail","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"jam","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"jam","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"January","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"1月",,
"jar","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"jaw","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jazz","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"jealous","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"jealously","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"jeans","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"jelly","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"jeopardise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"jeopardize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"jet","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"jewel","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"jeweler","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jeweller","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jewellery","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"jewelry","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"job","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"jog","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jog","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"jogging","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"join","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"joint","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"joint","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"joke","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"joke","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"journal","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"journalism","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"journalist","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"journey","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"joy","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"judge","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"judge","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"judgement","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"judgment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"judo","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jug","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"juice","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"juicy","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"July","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"7月",,
"jump","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jump","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"jumper","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"June","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"6月",,
"jungle","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"junior","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"junk","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"junk food","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"juror","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"jury","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"just","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"justice","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"justify","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"kangaroo","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"karaoke","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"keen","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"keep","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"keeper","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"kerosene","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"kettle","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"key","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"key","noun",0,"A1","O",,,,,,,,,,,,,,,,,,,,
"keyboard","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"keystroke","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"kick","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kick","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"kid","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kid","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"kill","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"killer","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"killing","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"kilo","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kilogram","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kilogramme","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kilometer","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kilometre","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kind","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"kind","noun",0,"A1","O",,,,,,,,,,,,,,,,,,,,
"kindly","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"kindly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,,,,
"kindness","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"king","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kingdom","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kiss","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kiss","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"kit","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"kitchen","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kite","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kitten","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"knee","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"kneel","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"knife","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"knit","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"knock","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"knock","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"knot","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"know","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"knowingly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"knowledge","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"known","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"lab","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"label","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"labor","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"laboratory","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"laborer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"labour","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"labourer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lack","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lack","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"ladder","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lady","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lake","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lamb","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lame","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"lamp","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lance","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"land","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"land","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"landing","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"landlady","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"landlord","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"landscape","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"landslide","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lane","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"language","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lap","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"laptop","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"large","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"largely","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"lark","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"laser","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"last","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"last","determiner",8,"A2",,,,,,,,,"O",,,,,,,,,,,,
"last","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,,,,
"last","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"last minute","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"last name","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lasting","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"lastly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"last-minute","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"late","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"late","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"latecomer","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lately","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"later","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"later","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"latest","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"latter","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"latter","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"latter","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,,,,
"laugh","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"laugh","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"laughter","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"launch","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"laundry","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lava","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"law","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lawful","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"lawmaker","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lawn","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lawsuit","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lawyer","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lay","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"layabout","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"layer","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"laziness","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lazy","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"lead","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"lead","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"lead","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"leader","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"leadership","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"leading","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"leaf","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"leaflet","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"league","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"leak","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"leak","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"lean","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"lean","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"leap","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"leap","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"learn","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"learner","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"learning","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lease","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"leash","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"least","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"least","determiner",8,"A2",,,,,,,,,"O",,,,,,,,,,,,
"least","pronoun",6,"B2",,,,,,,"O",,,,,,,,,,,,,,
"leather","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"leave","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"leave","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"lecture","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lecturer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"leek","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"left","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"left","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"left","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"left-hand","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"leg","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"legal","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"legally","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"legend","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"legendary","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"legislate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"legislation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"legislative","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"legislator","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"legislature","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"legitimate","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"leisure","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"leisurely","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"lemon","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lemonade","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lend","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"length","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lengthen","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"lengthy","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"leopard","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
